sku,name,efficiency,input_current,vin_range,mounting_type,i1out,i2out,output_power_total_w,v1out_vdc,v1out_vdc_number,v1out_range_vdc,v2out_vdc,v3out_vdc,package_style,quality,ripple_noise,store_view_code,errors
NCM6S0505C,NCM6S0505C,80,1500,"4.5 to 9","Through Hole",1.2,,6,5,5,,,,DIP,"UL60950 & ES60601-1",20,,
NCM6S0503C,NCM6S0503C,75,1300,"4.5 to 9","Through Hole",1.52,,6,3.3,3.3,,,,DIP,"UL60950 & ES60601-1",10,,
MMV1S0524SC,MMV1S0524SC,81,0.245,"4.5 to 5.5","Through Hole",0.041,,1,24,24,,,,SIP,UL60950,15,,
NMG0505SC,NMG0505SC,83,470,"4.5 to 5.5","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,28,,
NMG0509SC,NMG0509SC,86.5,455,"4.5 to 5.5","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,20,,
NMG0512SC,NMG0512SC,87.5,450,"4.5 to 5.5","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,18,,
NMG0515SC,NMG0515SC,87.5,450,"4.5 to 5.5","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,16,,
NMG1205SC,NMG1205SC,83.5,200,"10.8 to 13.2","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,22,,
NMG1209SC,NMG1209SC,87,190,"10.8 to 13.2","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,16,,
NMG1212SC,NMG1212SC,88,190,"10.8 to 13.2","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,13,,
NMG1215SC,NMG1215SC,88,185,"10.8 to 13.2","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,12,,
NMH0505SC,NMH0505SC,80,500,"4.5 to 5.5","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,,150,,
NMH0509SC,NMH0509SC,81,494,"4.5 to 5.5","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,,100,,
NMH0512SC,NMH0512SC,82,488,"4.5 to 5.5","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,,80,,
NMH0515SC,NMH0515SC,84,476,"4.5 to 5.5","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,,70,,
NMH1205SC,NMH1205SC,80,208,"10.8 to 13.2","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,,150,,
NMH1209SC,NMH1209SC,83,201,"10.8 to 13.2","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,,100,,
NMH1212SC,NMH1212SC,84,198,"10.8 to 13.2","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,,80,,
NMH1215SC,NMH1215SC,84,198,"10.8 to 13.2","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,,70,,
NMH2405SC,NMH2405SC,81,103,"21.6 to 26.4","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,,150,,
NMH2409SC,NMH2409SC,85,98,"21.6 to 26.4","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,,100,,
NMH2412SC,NMH2412SC,86,97,"21.6 to 26.4","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,,80,,
NMH2415SC,NMH2415SC,86,97,"21.6 to 26.4","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,,70,,
NCM6D4815EC,NCM6D4815EC,83,150,"18 to 75","Through Hole",0.2," -0.2",6,15,15,," -15",,DIP,"UL60950 & ES60601-1",150,,
NCM6D4812EC,NCM6D4812EC,82,150,"18 to 75","Through Hole",0.25," -0.25",6,12,12,," -12",,DIP,"UL60950 & ES60601-1",100,,
NCM6D4805EC,NCM6D4805EC,80,160,"18 to 75","Through Hole",0.6," -0.6",6,5,5,," -5",,DIP,"UL60950 & ES60601-1",150,,
NCM6D1215EC,NCM6D1215EC,87,300,"9 to 36","Through Hole",0.2," -0.2",6,15,15,," -15",,DIP,"UL60950 & ES60601-1",100,,
NCM6D1212EC,NCM6D1212EC,88,300,"9 to 36","Through Hole",0.25," -0.25",6,12,12,," -12",,DIP,"UL60950 & ES60601-1",100,,
NCM6D1205EC,NCM6D1205EC,83,310,"9 to 36","Through Hole",0.6," -0.6",6,5,5,," -5",,DIP,"UL60950 & ES60601-1",100,,
NCM6D0515EC,NCM6D0515EC,83,1450,"4.5 to 9","Through Hole",0.2," -0.2",6,15,15,," -15",,DIP,"UL60950 & ES60601-1",15,,
NCM6D0512EC,NCM6D0512EC,83,1450,"4.5 to 9","Through Hole",0.25," -0.25",6,12,12,," -12",,DIP,"UL60950 & ES60601-1",20,,
NCM6D0505EC,NCM6D0505EC,80,1500,"4.5 to 9","Through Hole",0.6," -0.6",6,5,5,," -5",,DIP,"UL60950 & ES60601-1",20,,
NCM6D4815C,NCM6D4815C,83,150,"18 to 75","Through Hole",0.2," -0.2",6,15,15,," -15",,DIP,"UL60950 & ES60601-1",150,,
NCM6D4812C,NCM6D4812C,82,150,"18 to 75","Through Hole",0.25," -0.25",6,12,12,," -12",,DIP,"UL60950 & ES60601-1",100,,
NCM6D4805C,NCM6D4805C,80,160,"18 to 75","Through Hole",0.6," -0.6",6,5,5,," -5",,DIP,"UL60950 & ES60601-1",150,,
NCM6D1215C,NCM6D1215C,87,300,"9 to 36","Through Hole",0.2," -0.2",6,15,15,," -15",,DIP,"UL60950 & ES60601-1",100,,
NCM6D1212C,NCM6D1212C,88,300,"9 to 36","Through Hole",0.25,0.25,6,12,12,," -12",,DIP,"UL60950 & ES60601-1",100,,
NCM6D1205C,NCM6D1205C,83,310,"9 to 36","Through Hole",0.6," -0.6",6,5,5,," -5",,DIP,"UL60950 & ES60601-1",100,,
NCM6D0515C,NCM6D0515C,83,1450,"4.5 to 9","Through Hole",0.2," -0.2",6,15,15,," -15",,DIP,"UL60950 & ES60601-1",15,,
NCM6D0512C,NCM6D0512C,83,1450,"4.5 to 9","Through Hole",0.25," -0.25",6,12,12,," -12",,DIP,"UL60950 & ES60601-1",20,,
NCM6D0505C,NCM6D0505C,80,1500,"4.5 to 9","Through Hole",0.6," -0.6",6,5,5,," -5",,DIP,"UL60950 & ES60601-1",20,,
NDTS0503C,NDTS0503C,63,898,"4.5 to 9","Through Hole",0.909,,3,3.3,3.3,,,,DIP,,90,,
NDTS0505C,NDTS0505C,71,806,"4.5 to 9","Through Hole",0.6,,3,5,5,,,,DIP,,90,,
NDTS0512C,NDTS0512C,76,769,"4.5 to 9","Through Hole",0.25,,3,12,12,,,,DIP,,90,,
NDTS1212C,NDTS1212C,75,310,"9 to 18","Through Hole",0.25,,3,12,12,,,,DIP,,90,,
NDTS2403C,NDTS2403C,71,172,"18 to 36","Through Hole",0.909,,3,3.3,3.3,,,,DIP,,90,,
NDTS2405C,NDTS2405C,78,156,"18 to 36","Through Hole",0.6,,3,5,5,,,,DIP,,90,,
NDTS2412C,NDTS2412C,80,149,"18 to 36","Through Hole",0.25,,3,12,12,,,,DIP,,90,,
NDY0505C,NDY0505C,66,615,"4.5 to 9","Through Hole",0.6,,3,5,5,,,,DIP,UL60950,400,,
NDY0509C,NDY0509C,72,563,"4.5 to 9","Through Hole",0.333,,3,9,9,,,,DIP,UL60950,400,,
NDY0512C,NDY0512C,71,548,"4.5 to 9","Through Hole",0.25,,3,12,12,,,,DIP,UL60950,400,,
NDY0515C,NDY0515C,73,533,"4.5 to 9","Through Hole",0.2,,3,15,15,,,,DIP,UL60950,400,,
NDY1205C,NDY1205C,71,362,"9 to 18","Through Hole",0.6,,3,5,5,,,,DIP,UL60950,150,,
NDY1209C,NDY1209C,78,320,"9 to 18","Through Hole",0.333,,3,9,9,,,,DIP,UL60950,150,,
NDY1212C,NDY1212C,78,316,"9 to 18","Through Hole",0.25,,3,12,12,,,,DIP,UL60950,150,,
NDY1215C,NDY1215C,79,308,"9 to 18","Through Hole",0.2,,3,15,15,,,,DIP,UL60950,150,,
NDY2403C,NDY2403C,70,178,"18 to 36","Through Hole",0.909,,3,3.3,3.3,,,,DIP,UL60950,180,,
NDY2405C,NDY2405C,70,174,"18 to 36","Through Hole",0.6,,3,5,5,,,,DIP,UL60950,290,,
NDY2409C,NDY2409C,78,156,"18 to 36","Through Hole",0.333,,3,9,9,,,,DIP,UL60950,290,,
NDY2412C,NDY2412C,80,154,"18 to 36","Through Hole",0.25,,3,12,12,,,,DIP,UL60950,290,,
NDY2415C,NDY2415C,82,150,"18 to 36","Through Hole",0.2,,3,15,15,,,,DIP,UL60950,290,,
NDY4805C,NDY4805C,73,87,"36 to 72","Through Hole",0.6,,3,5,5,,,,DIP,UL60950,100,,
NKE0303DC,NKE0303DC,72,400,"2.97 to 3.63","Through Hole",0.303,,1,3.3,3.3,,,,DIP,UL60950,40,,
NKE0303SC,NKE0303SC,72,400,"2.97 to 3.63","Through Hole",0.303,,1,3.3,3.3,,,,SIP,UL60950,40,,
NKE0305DC,NKE0305DC,75,400,"2.97 to 3.63","Through Hole",0.2,,1,5,5,,,,DIP,UL60950,40,,
NKE0305SC,NKE0305SC,75,400,"2.97 to 3.63","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,40,,
NKE0309DC,NKE0309DC,74,403,"2.97 to 3.63","Through Hole",0.111,,1,9,9,,,,DIP,UL60950,43,,
NKE0309SC,NKE0309SC,74,403,"2.97 to 3.63","Through Hole",0.111,,1,9,9,,,,SIP,UL60950,43,,
NKE0503DC,NKE0503DC,74,270,"4.5 to 5.5","Through Hole",0.303,,1,3.3,3.3,,,,DIP,UL60950,40,,
NKE0503SC,NKE0503SC,74,270,"4.5 to 5.5","Through Hole",0.303,,1,3.3,3.3,,,,SIP,UL60950,40,,
NKE0505DC,NKE0505DC,69,289,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,DIP,UL60950,77,,
NKE0505DEC,NKE0505DEC,77,250,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,DIP,UL60950,40,,
NKE0505SC,NKE0505SC,69,289,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,77,,
NKE0505SEC,NKE0505SEC,77,250,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,40,,
NKE0509DC,NKE0509DC,75,266,"4.5 to 5.5","Through Hole",0.111,,1,9,9,,,,DIP,UL60950,43,,
NKE0509SC,NKE0509SC,75,266,"4.5 to 5.5","Through Hole",0.111,,1,9,9,,,,SIP,UL60950,43,,
NKE0512DC,NKE0512DC,78,260,"4.5 to 5.5","Through Hole",0.083,,1,12,12,,,,DIP,UL60950,35,,
NKE0512SC,NKE0512SC,78,260,"4.5 to 5.5","Through Hole",0.083,,1,12,12,,,,SIP,UL60950,35,,
NKE0515DC,NKE0515DC,78,256,"4.5 to 5.5","Through Hole",0.066,,1,15,15,,,,DIP,UL60950,32,,
NKE0515SC,NKE0515SC,78,256,"4.5 to 5.5","Through Hole",0.066,,1,15,15,,,,SIP,UL60950,32,,
NKE1205DC,NKE1205DC,72,117,"10.8 to 13.2","Through Hole",0.2,,1,5,5,,,,DIP,UL60950,77,,
NKE1205SC,NKE1205SC,72,117,"10.8 to 13.2","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,77,,
NKE1209DC,NKE1209DC,78,107,"10.8 to 13.2","Through Hole",0.111,,1,9,9,,,,DIP,UL60950,43,,
NKE1209SC,NKE1209SC,78,107,"10.8 to 13.2","Through Hole",0.111,,1,9,9,,,,SIP,UL60950,43,,
NKE1212DC,NKE1212DC,79,105,"10.8 to 13.2","Through Hole",0.083,,1,12,12,,,,DIP,UL60950,35,,
NKE1212SC,NKE1212SC,79,105,"10.8 to 13.2","Through Hole",0.083,,1,12,12,,,,SIP,UL60950,35,,
NKE1215DC,NKE1215DC,81,103,"10.8 to 13.2","Through Hole",0.066,,1,15,15,,,,DIP,UL60950,32,,
NKE1215SC,NKE1215SC,81,103,"10.8 to 13.2","Through Hole",0.066,,1,15,15,,,,SIP,UL60950,32,,
NMJ0505SAC,NMJ0505SAC,68,,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,50,,
NMJ0505SC,NMJ0505SC,60,,"4.5 to 5.5","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,UL60950,40,,
NMJ0509SAC,NMJ0509SAC,72,,"4.5 to 5.5","Through Hole",0.111,,1,9,9,,,,SIP,UL60950,50,,
NMJ0509SC,NMJ0509SC,64,,"4.5 to 5.5","Through Hole",0.055," -0.055",1,9,9,," -9",,SIP,UL60950,30,,
NMJ0512SAC,NMJ0512SAC,71,,"4.5 to 5.5","Through Hole",0.083,,1,12,12,,,,SIP,UL60950,50,,
NMJ0512SC,NMJ0512SC,65,,"4.5 to 5.5","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,UL60950,20,,
NMJ0515SAC,NMJ0515SAC,71,,"4.5 to 5.5","Through Hole",0.066,,1,15,15,,,,SIP,UL60950,50,,
NMJ0515SC,NMJ0515SC,65,,"4.5 to 5.5","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,UL60950,20,,
NMJ1205SAC,NMJ1205SAC,69,,"10.8 to 13.2","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,50,,
NMJ1205SC,NMJ1205SC,60,,"10.8 to 13.2","Through Hole",0.1," -0.1",1,5,5,," -5",,SIP,UL60950,40,,
NMJ1209SAC,NMJ1209SAC,73,,"10.8 to 13.2","Through Hole",0.111,,1,9,9,,,,SIP,UL60950,50,,
NMJ1209SC,NMJ1209SC,65,,"10.8 to 13.2","Through Hole",0.055," -0.055",1,9,9,," -9",,SIP,UL60950,30,,
NMJ1212SAC,NMJ1212SAC,73,,"10.8 to 13.2","Through Hole",0.083,,1,12,12,,,,SIP,UL60950,50,,
NMJ1212SC,NMJ1212SC,65,,"10.8 to 13.2","Through Hole",0.042," -0.042",1,12,12,," -12",,SIP,UL60950,20,,
NMJ1215SAC,NMJ1215SAC,74,,"10.8 to 13.2","Through Hole",0.066,,1,15,15,,,,SIP,UL60950,50,,
NMJ1215SC,NMJ1215SC,65,,"10.8 to 13.2","Through Hole",0.033," -0.033",1,15,15,," -15",,SIP,UL60950,20,,
NML0505SC,NML0505SC,78,513,"4.5 to 5.5","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,96,,
NML0509SC,NML0509SC,81,492,"4.5 to 5.5","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,67,,
NML0512SC,NML0512SC,84,479,"4.5 to 5.5","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,59,,
NML0515SC,NML0515SC,83,481,"4.5 to 5.5","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,53,,
NML1205SC,NML1205SC,81,207,"10.8 to 13.2","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,76,,
NML1209SC,NML1209SC,84,198,"10.8 to 13.2","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,63,,
NML1212SC,NML1212SC,85,197,"10.8 to 13.2","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,53,,
NML1215SC,NML1215SC,85,197,"10.8 to 13.2","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,45,,
NMR100C,NMR100C,69,290,"4.5 to 5.5","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,6,,
NMR101C,NMR101C,77,260,"4.5 to 5.5","Through Hole",0.083,,1,12,12,,,,SIP,UL60950,4.6,,
NMR102C,NMR102C,79,253,"4.5 to 5.5","Through Hole",0.067,,1,15,15,,,,SIP,UL60950,4.3,,
NMR106C,NMR106C,69,121,"10.8 to 13.2","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,5.3,,
NMR107C,NMR107C,76,110,"10.8 to 13.2","Through Hole",0.083,,1,12,12,,,,SIP,UL60950,5,,
NMR108C,NMR108C,76,110,"10.8 to 13.2","Through Hole",0.067,,1,15,15,,,,SIP,UL60950,4,,
NMR118C,NMR118C,70,60,"21.6 to 26.4","Through Hole",0.2,,1,5,5,,,,SIP,UL60950,8,,
NMR119C,NMR119C,78,53,"21.6 to 26.4","Through Hole",0.083,,1,12,12,,,,SIP,UL60950,7,,
NMR120C,NMR120C,80,52,"21.6 to 26.4","Through Hole",0.067,,1,15,15,,,,SIP,UL60950,8,,
NMK0505SAC,NMK0505SAC,83,470,"4.5 to 5.5","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,24,,
NMK1205SAC,NMK1205SAC,83,200,"10.8 to 13.2","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,25,,
NMK1505SAC,NMK1505SAC,84,158,"13.5 to 16.5","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,34,,
NMK2405SAC,NMK2405SAC,84,99,"21.6 to 26.4","Through Hole",0.4,,2,5,5,,,,SIP,UL60950,42,,
NMK0509SAC,NMK0509SAC,86,455,"4.5 to 5.5","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,20,,
NMK1209SAC,NMK1209SAC,87,190,"10.8 to 13.2","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,19,,
NMK1509SAC,NMK1509SAC,86,153,"13.5 to 16.5","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,21,,
NMK2409SAC,NMK2409SAC,87,95,"21.6 to 26.4","Through Hole",0.222,,2,9,9,,,,SIP,UL60950,30,,
NMK0512SAC,NMK0512SAC,87,450,"4.5 to 5.5","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,18,,
NMK1212SAC,NMK1212SAC,88,190,"10.8 to 13.2","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,17,,
NMK1512SAC,NMK1512SAC,87,150,"13.5 to 16.5","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,20,,
NMK2412SAC,NMK2412SAC,88,94,"21.6 to 26.4","Through Hole",0.167,,2,12,12,,,,SIP,UL60950,29,,
NMK0515SAC,NMK0515SAC,87,450,"4.5 to 5.5","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,17,,
NMK1215SAC,NMK1215SAC,89,185,"10.8 to 13.2","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,14,,
NMK1515SAC,NMK1515SAC,88,149,"13.5 to 16.5","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,20,,
NMK2415SAC,NMK2415SAC,88,93,"21.6 to 26.4","Through Hole",0.133,,2,15,15,,,,SIP,UL60950,34,,
NMK0505SC,NMK0505SC,83,470,"4.5 to 5.5","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,UL60950,24,,
NMK1205SC,NMK1205SC,84,200,"10.8 to 13.2","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,UL60950,21,,
NMK1505SC,NMK1505SC,84,156,"13.5 to 16.5","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,UL60950,27,,
NMK2405SC,NMK2405SC,84,96,"21.6 to 26.4","Through Hole",0.2," -0.2",2,5,5,," -5",,SIP,UL60950,30,,
NMK0509SC,NMK0509SC,86,455,"4.5 to 5.5","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,UL60950,18,,
NMK1209SC,NMK1209SC,87,190,"10.8 to 13.2","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,UL60950,16,,
NMK1509SC,NMK1509SC,86,153,"13.5 to 16.5","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,UL60950,19,,
NMK2409SC,NMK2409SC,87,94,"21.6 to 26.4","Through Hole",0.111," -0.111",2,9,9,," -9",,SIP,UL60950,26,,
NMK0512SC,NMK0512SC,87,450,"4.5 to 5.5","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,UL60950,14,,
NMK1212SC,NMK1212SC,87,190,"10.2 to 13.2","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,UL60950,13,,
NMK1512SC,NMK1512SC,88,151,"13.5 to 16.5","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,UL60950,18,,
NMK2412SC,NMK2412SC,89,93,"21.6 to 26.4","Through Hole",0.083," -0.083",2,12,12,," -12",,SIP,UL60950,24,,
NMK0515SC,NMK0515SC,87,450,"4.5 to 5.5","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,UL60950,12,,
NMK1215SC,NMK1215SC,87,190,"10.8 to 13.2","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,UL60950,13,,
NMK1515SC,NMK1515SC,88,150,"13.5 to 16.5","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,UL60950,14,,
NMK2415SC,NMK2415SC,89,93,"21.6 to 26.4","Through Hole",0.067," -0.067",2,15,15,," -15",,SIP,UL60950,17,,
NMH0505DC,NMH0505DC,80,500,"4.5 to 5.5","Through Hole",0.2," -0.2",2,5,5,," -5",,DIP,,150,,
NMH0509DC,NMH0509DC,81,494,"4.5 to 5.5","Through Hole",0.111," -0.111",2,9,9,," -9",,DIP,,100,,
NMH0512DC,NMH0512DC,82,488,"4.5 to 5.5","Through Hole",0.083," -0.083",2,12,12,," -12",,DIP,,80,,
NMH0515DC,NMH0515DC,84,476,"4.5 to 5.5","Through Hole",0.067," -0.067",2,15,15,," -15",,DIP,,70,,
NMH1205DC,NMH1205DC,80,208,"10.8 to 13.2","Through Hole",0.2," -0.2",2,5,5,," -5",,DIP,,150,,
NMH1209DC,NMH1209DC,83,201,"10.8 to 13.2","Through Hole",0.111," -0.111",2,9,9,," -9",,DIP,,100,,
NMH1212DC,NMH1212DC,84,198,"10.8 to 13.2","Through Hole",0.083," -0.083",2,12,12,," -12",,DIP,,80,,
NMH1215DC,NMH1215DC,84,198,"10.8 to 13.2","Through Hole",0.067," -0.067",2,15,15,," -15",,DIP,,70,,
NMH2405DC,NMH2405DC,81,103,"21.6 to 26.4","Through Hole",0.2," -0.2",2,5,5,," -5",,DIP,,150,,
NMH2409DC,NMH2409DC,85,98,"21.6 to 26.4","Through Hole",0.111," -0.111",2,9,9,," -9",,DIP,,100,,
NMH2412DC,NMH2412DC,86,97,"21.6 to 26.4","Through Hole",0.083," -0.083",2,12,12,," -12",,DIP,,80,,
NMH2415DC,NMH2415DC,86,97,"21.6 to 26.4","Through Hole",0.067," -0.067",2,15,15,," -15",,DIP,,70,,
NDL0505SC,NDL0505SC,66,606,"4.5 to 9","Through Hole",0.4,,2,5,5,,,,SIP,,,,
NDL0509SC,NDL0509SC,71,558,"4.5 to 9","Through Hole",0.222,,2,9,9,,,,SIP,,,,
NDL0512SC,NDL0512SC,71,559,"4.5 to 9","Through Hole",0.167,,2,12,12,,,,SIP,,,,
NDL0515SC,NDL0515SC,73,549,"4.5 to 9","Through Hole",0.134,,2,15,15,,,,SIP,,,,
NDL1205SC,NDL1205SC,73,228,"9 to 18","Through Hole",0.4,,2,5,5,,,,SIP,,,,
NDL1209SC,NDL1209SC,79,211,"9 to 18","Through Hole",0.222,,2,9,9,,,,SIP,,,,
NDL1212SC,NDL1212SC,80,208,"9 to 18","Through Hole",0.167,,2,12,12,,,,SIP,,,,
NDL1215SC,NDL1215SC,81,206,"9 to 18","Through Hole",0.134,,2,15,15,,,,SIP,,,,
NDL2405SC,NDL2405SC,74,112,"18 to 36","Through Hole",0.4,,2,5,5,,,,SIP,,,,
NDL2409SC,NDL2409SC,81,102,"18 to 36","Through Hole",0.222,,2,9,9,,,,SIP,,,,
NDL2412SC,NDL2412SC,83,100,"18 to 36","Through Hole",0.167,,2,12,12,,,,SIP,,,,
NDL2415SC,NDL2415SC,83,100,"18 to 36","Through Hole",0.134,,2,15,15,,,,SIP,,,,
NDL4805SC,NDL4805SC,73,57,"36 to 72","Through Hole",0.4,,2,5,5,,,,SIP,,,,
NDL4809SC,NDL4809SC,80,52,"36 to 72","Through Hole",0.222,,2,9,9,,,,SIP,,,,
NDL4812SC,NDL4812SC,81,51,"36 to 72","Through Hole",0.167,,2,12,12,,,,SIP,,,,
NDL4815SC,NDL4815SC,82,51,"36 to 72","Through Hole",0.134,,2,15,15,,,,SIP,,,,
NPH10S2403EIC,NPH10S2403EIC,79,,"18 to 36","Through Hole",2.94,,10,3.3,3.3,,,,DIP,,,,
NPH10S2403IC,NPH10S2403IC,79,,"18 to 36","Through Hole",2.94,,10,3.3,3.3,,,,DIP,,,,
NPH10S2405EIC,NPH10S2405EIC,83,,"18 to 36","Through Hole",1.96,,10,5,5,,,,DIP,,,,
NPH10S2405IC,NPH10S2405IC,83,,"18 to 36","Through Hole",1.96,,10,5,5,,,,DIP,,,,
NPH10S2412EIC,NPH10S2412EIC,86,,"18 to 36","Through Hole",0.83,,10,12,12,,,,DIP,,,,
NPH10S2412IC,NPH10S2412IC,86,,"18 to 36","Through Hole",0.83,,10,12,12,,,,DIP,,,,
NPH10S2415EIC,NPH10S2415EIC,86,,"18 to 36","Through Hole",0.67,,10,15,15,,,,DIP,,,,
NPH10S2415IC,NPH10S2415IC,86,,"18 to 36","Through Hole",0.67,,10,15,15,,,,DIP,,,,
NPH10S4803EIC,NPH10S4803EIC,80,,"36 to 75","Through Hole",2.94,,10,3.3,3.3,,,,DIP,,,,
NPH10S4803IC,NPH10S4803IC,80,,"36 to 75","Through Hole",2.94,,10,3.3,3.3,,,,DIP,,,,
NPH10S4805EIC,NPH10S4805EIC,83,,"36 to 75","Through Hole",1.96,,10,5,5,,,,DIP,,,,
NPH10S4805IC,NPH10S4805IC,83,,"36 to 75","Through Hole",1.96,,10,5,5,,,,DIP,,,,
MTU1S0505MC,MTU1S0505MC,83,241,"4.5 to 5.5","Surface Mount",0.2,,1,5,5,,,,,UL60950,35,,
MTU1S0509MC,MTU1S0509MC,86,233,"4.5 to 5.5","Surface Mount",0.111,,1,9,9,,,,,UL60950,15,,
MTU1S0512MC,MTU1S0512MC,87,230,"4.5 to 5.5","Surface Mount",0.083,,1,12,12,,,,,UL60950,15,,
MTU1S0515MC,MTU1S0515MC,87,230,"4.5 to 5.5","Surface Mount",0.067,,1,15,15,,,,,UL60950,15,,
MTU1S1205MC,MTU1S1205MC,84,99,"10.8 to 13.2","Surface Mount",0.2,,1,5,5,,,,,UL60950,20,,
MTU1S1209MC,MTU1S1209MC,87,96,"10.8 to 13.2","Surface Mount",0.111,,1,9,9,,,,,UL60950,15,,
MTU1S1212MC,MTU1S1212MC,88,95,"10.8 to 13.2","Surface Mount",0.083,,1,12,12,,,,,UL60950,10,,
MTU1S1215MC,MTU1S1215MC,88,95,"10.8 to 13.2","Surface Mount",0.067,,1,15,15,,,,,UL60950,10,,
NDH2412SC,NDH2412SC,81,157,"18 to 36","Through Hole",0.125," -0.125",3,12,12,," -12",,SIP,,90,,
NDH2415SC,NDH2415SC,82,155,"18 to 36","Through Hole",0.1," -0.1",3,15,15,," -15",,SIP,,90,,
NPH15S2403EIC,NPH15S2403EIC,81,,"18 to 36","Through Hole",4.4,,15,3.3,3.3,,,,DIP,,,,
NPH15S2403IC,NPH15S2403IC,81,,"18 to 36","Through Hole",4.4,,15,3.3,3.3,,,,DIP,,,,
NPH15S2405EIC,NPH15S2405EIC,84,,"18 to 36","Through Hole",3,,15,5,5,,,,DIP,,,,
NPH15S2405IC,NPH15S2405IC,84,,"18 to 36","Through Hole",3,,15,5,5,,,,DIP,,,,
NPH15S2412EIC,NPH15S2412EIC,86,,"18 to 36","Through Hole",1.3,,15,12,12,,,,DIP,,,,
NPH15S2412IC,NPH15S2412IC,86,,"18 to 36","Through Hole",1.3,,15,12,12,,,,DIP,,,,
NPH15S2415EIC,NPH15S2415EIC,87,,"18 to 36","Through Hole",1,,15,15,15,,,,DIP,,,,
NPH15S2415IC,NPH15S2415IC,87,,"18 to 36","Through Hole",1,,15,15,15,,,,DIP,,,,
NPH15S4803EIC,NPH15S4803EIC,83,,"36 to 75","Through Hole",4.4,,15,3.3,3.3,,,,DIP,,,,
NPH15S4803IC,NPH15S4803IC,83,,"36 to 75","Through Hole",4.4,,15,3.3,3.3,,,,DIP,,,,
