sku,name,dimension,dimensions_mm,store_view_code
MEV3S1212SC,MEV3S1212SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV3S1215SC,MEV3S1215SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG0524SC,NMG0524SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1224SC,NMG1224SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1505SC,NMG1505SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1509SC,NMG1509SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1512SC,NMG1512SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG1515SC,NMG1515SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG2405SC,NMG2405SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG2409SC,NMG2409SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG2412SC,NMG2412SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NMG2415SC,NMG2415SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV1D4805SC,MEV1D4805SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV1D4809SC,MEV1D4809SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV1D4812SC,MEV1D4812SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
MEV1D4815SC,MEV1D4815SC,0.774 x 0.301 x 0.400,19.65 x 7.65 x 10.15,murataps_store_view
NCS6S1203C,NCS6S1203C,0.787 x 1.260 x 0.394,20 x 32 x 10,murataps_store_view
NCS6S1205C,NCS6S1205C,0.787 x 1.260 x 0.394,20 x 32 x 10,murataps_store_view
NCS6S1212C,NCS6S1212C,0.787 x 1.260 x 0.394,20 x 32 x 10,murataps_store_view
NCS6S1215C,NCS6S1215C,0.787 x 1.260 x 0.394,20 x 32 x 10,murataps_store_view
NCS6S4803C,NCS6S4803C,0.787 x 1.260 x 0.394,20 x 32 x 10,murataps_store_view
NCS6S4805C,NCS6S4805C,0.787 x 1.260 x 0.394,20 x 32 x 10,murataps_store_view
NCS6S4812C,NCS6S4812C,0.787 x 1.260 x 0.394,20 x 32 x 10,murataps_store_view
NCS6S4815C,NCS6S4815C,0.787 x 1.260 x 0.394,20 x 32 x 10,murataps_store_view
NMT0572SC,NMT0572SC,0.858 x 0.295 x 0.437,21.8 x 7.5 x 11.1,murataps_store_view
NMT1272SC,NMT1272SC,0.858 x 0.295 x 0.437,21.8 x 7.5 x 11.1,murataps_store_view
NDL0505SC,NDL0505SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL0509SC,NDL0509SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL0512SC,NDL0512SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL0515SC,NDL0515SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL1205SC,NDL1205SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL1209SC,NDL1209SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL1212SC,NDL1212SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL1215SC,NDL1215SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL2405SC,NDL2405SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL2409SC,NDL2409SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL2412SC,NDL2412SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL2415SC,NDL2415SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL4805SC,NDL4805SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL4809SC,NDL4809SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL4812SC,NDL4812SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
NDL4815SC,NDL4815SC,0.858 x 0.362 x 0.431,21.8 x 9.2 x 11.1,murataps_store_view
MGJ3T05150505MC,MGJ3T05150505MC,0.890 x 0.910 x 0.559,22.61 x 23.11 x 14.19,murataps_store_view
MGJ3T12150505MC,MGJ3T12150505MC,0.890 x 0.910 x 0.559,22.61 x 23.11 x 14.19,murataps_store_view
MGJ3T24150505MC,MGJ3T24150505MC,0.890 x 0.910 x 0.559,22.61 x 23.11 x 14.19,murataps_store_view
MGJ6D12H24MC,MGJ6D12H24MC,0.890 x 1.162 x 0.553,22.61 x 29.51 x 14.05,murataps_store_view
MGJ6D24H24MC,MGJ6D24H24MC,0.890 x 1.162 x 0.553,22.61 x 29.51 x 14.05,murataps_store_view
MGJ6D05H24MC,MGJ6D05H24MC,0.890 x 1.162 x 0.553,22.61 x 29.51 x 14.05,murataps_store_view
MGJ6T05150505MC,MGJ6T05150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,murataps_store_view
MGJ6T12150505MC,MGJ6T12150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,murataps_store_view
MGJ6T24150505MC,MGJ6T24150505MC,0.890 x 1.230 x 0.559,22.61 x 31.24 x 14.15,murataps_store_view
MGJ6T12F24MC,MGJ6T12F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,murataps_store_view
MGJ6T24F24MC,MGJ6T24F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,murataps_store_view
MGJ6T05F24MC,MGJ6T05F24MC,0.890 x 1.635 x 0.553,22.61 x 41.53 x 14.05,murataps_store_view
MGJ6Q12P24MC,MGJ6Q12P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,murataps_store_view
MGJ6Q24P24MC,MGJ6Q24P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,murataps_store_view
MGJ6Q05P24MC,MGJ6Q05P24MC,0.890 x 1.735 x 0.533,22.61 x 44.07 x 14.05,murataps_store_view
NMUSB2022PMC,NMUSB2022PMC,0.910 x 0.940 x 0.554,23.11 x 23.88 x 13.87,murataps_store_view
NMUSB202MC,NMUSB202MC,0.910 x 0.940 x 0.556,23.11 x 23.88 x 14.19,murataps_store_view
MGJ6D051510LMC,MGJ6D051510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D121510LMC,MGJ6D121510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D241510LMC,MGJ6D241510LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D052005LMC,MGJ6D052005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D122005LMC,MGJ6D122005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D242005LMC,MGJ6D242005LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D051505LMC,MGJ6D051505LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D121505LMC,MGJ6D121505LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D241505LMC,MGJ6D241505LMC,1.095 x 1.574 x 0.368,27.81 x 39.98 x 9.35,murataps_store_view
MGJ6D051510DC,MGJ6D051510DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D121510DC,MGJ6D121510DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D241510DC,MGJ6D241510DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D052005DC,MGJ6D052005DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D122005DC,MGJ6D122005DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D242005DC,MGJ6D242005DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D051505DC,MGJ6D051505DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D121505DC,MGJ6D121505DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D241505DC,MGJ6D241505DC,1.095 x 1.790 x 0.389,27.81 x 45.47 x 9.88,murataps_store_view
MGJ6D051510WMC,MGJ6D051510WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
MGJ6D121510WMC,MGJ6D121510WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
MGJ6D241510WMC,MGJ6D241510WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
MGJ6D052005WMC,MGJ6D052005WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
MGJ6D122005WMC,MGJ6D122005WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
MGJ6D242005WMC,MGJ6D242005WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
MGJ6D051505WMC,MGJ6D051505WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
MGJ6D121505WMC,MGJ6D121505WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
MGJ6D241505WMC,MGJ6D241505WMC,1.095 x 1.810 x 0.360,27.81 x 49.81 x 9.15,murataps_store_view
NDS6D2405C,NDS6D2405C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6D2405EC,NDS6D2405EC,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6D2412C,NDS6D2412C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6D2412EC,NDS6D2412EC,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6D2415C,NDS6D2415C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6D2415EC,NDS6D2415EC,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6S2405C,NDS6S2405C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6S2405EC,NDS6S2405EC,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6S2412C,NDS6S2412C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6S2412EC,NDS6S2412EC,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6S2415C,NDS6S2415C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NDS6S2415EC,NDS6S2415EC,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NCS6D1205C,NCS6D1205C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NCS6D1212C,NCS6D1212C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NCS6D1215C,NCS6D1215C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NCS6D4805C,NCS6D4805C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NCS6D4812C,NCS6D4812C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NCS6D4815C,NCS6D4815C,1.260 x 0.787 x 0.394,32 x 20 x 10,murataps_store_view
NCS12S1203C,NCS12S1203C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,murataps_store_view
NCS12S1205C,NCS12S1205C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,murataps_store_view
NCS12S1212C,NCS12S1212C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,murataps_store_view
NCS12S1215C,NCS12S1215C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,murataps_store_view
NCS12D1205C,NCS12D1205C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,murataps_store_view
NCS12D1212C,NCS12D1212C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,murataps_store_view
NCS12D1215C,NCS12D1215C,1.260 x 0.787 x 0.417,32.0 x 20.0 x 10.6,murataps_store_view
NCM6S1215EC,NCM6S1215EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S1212EC,NCM6S1212EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S1205EC,NCM6S1205EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S1203EC,NCM6S1203EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S0515EC,NCM6S0515EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S0512EC,NCM6S0512EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S0505EC,NCM6S0505EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S0503EC,NCM6S0503EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S1215C,NCM6S1215C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S1212C,NCM6S1212C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S1205C,NCM6S1205C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S1203C,NCM6S1203C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S0515C,NCM6S0515C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S0512C,NCM6S0512C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S0505C,NCM6S0505C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6S0503C,NCM6S0503C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D4815EC,NCM6D4815EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D4812EC,NCM6D4812EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D4805EC,NCM6D4805EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D1215EC,NCM6D1215EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D1212EC,NCM6D1212EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D1205EC,NCM6D1205EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D0515EC,NCM6D0515EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D0512EC,NCM6D0512EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D0505EC,NCM6D0505EC,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D4815C,NCM6D4815C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D4812C,NCM6D4812C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D4805C,NCM6D4805C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D1215C,NCM6D1215C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D1212C,NCM6D1212C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D1205C,NCM6D1205C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D0515C,NCM6D0515C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D0512C,NCM6D0512C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NCM6D0505C,NCM6D0505C,1.260 x 0.787 x 0.423,32.00 x 20.00 x 10.75,murataps_store_view
NPH10S2403EIC,NPH10S2403EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S2403IC,NPH10S2403IC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S2405EIC,NPH10S2405EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S2405IC,NPH10S2405IC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S2412EIC,NPH10S2412EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S2412IC,NPH10S2412IC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S2415EIC,NPH10S2415EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S2415IC,NPH10S2415IC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S4803EIC,NPH10S4803EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S4803IC,NPH10S4803IC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S4805EIC,NPH10S4805EIC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NPH10S4805IC,NPH10S4805IC,1.260 x 0.980 x 0.394,32 x 25 x 10,murataps_store_view
NDTD1205C,NDTD1205C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD1212C,NDTD1212C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD1215C,NDTD1215C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD2405C,NDTD2405C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD2412C,NDTD2412C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD2415C,NDTD2415C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD4805C,NDTD4805C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD4812C,NDTD4812C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD4815C,NDTD4815C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD0505C,NDTD0505C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD0512C,NDTD0512C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NDTD0515C,NDTD0515C,1.270 x 0.577 x 0.270,32.26 x 14.66 x 7.00,murataps_store_view
NMS0505C,NMS0505C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,murataps_store_view
NMS0509C,NMS0509C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,murataps_store_view
NMS0512C,NMS0512C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,murataps_store_view
NMS0515C,NMS0515C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,murataps_store_view
NMS1205C,NMS1205C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,murataps_store_view
NMS1209C,NMS1209C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,murataps_store_view
NMS1212C,NMS1212C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,murataps_store_view
NMS1215C,NMS1215C,1.28 x 0.58 x 0.37,32.60 x 14.72 x 9.40,murataps_store_view
NMUSBEVALC,NMUSBEVALC,2.829 x 1.180 x 0.736,71.86 x 30.00 x 18.71,murataps_store_view
NMUSBEVALEXC,NMUSBEVALEXC,2.857 x 1.180 x 0.754,72.57 x 30.00 x 19.16,murataps_store_view
